model,dataset,layer,target,within_r2_natural,within_r2_balanced
base,SimpleMC,18,cross_stated_confidence_to_is_correct,0.544,
base,SimpleMC,19,cross_stated_confidence_to_is_correct,0.536,
base,SimpleMC,20,cross_stated_confidence_to_is_correct,0.54,
base,SimpleMC,21,cross_stated_confidence_to_is_correct,0.532,
base,SimpleMC,22,cross_stated_confidence_to_is_correct,0.54,
base,SimpleMC,23,cross_stated_confidence_to_is_correct,0.532,
base,SimpleMC,24,cross_stated_confidence_to_is_correct,0.528,
base,SimpleMC,25,cross_stated_confidence_to_is_correct,0.528,
base,SimpleMC,26,cross_stated_confidence_to_is_correct,0.532,
base,SimpleMC,27,cross_stated_confidence_to_is_correct,0.528,
base,SimpleMC,28,cross_stated_confidence_to_is_correct,0.524,
base,SimpleMC,29,cross_stated_confidence_to_is_correct,0.516,
base,SimpleMC,30,cross_stated_confidence_to_is_correct,0.52,
base,SimpleMC,31,cross_stated_confidence_to_is_correct,0.508,
base,SimpleMC,0,cross_is_correct_to_margin_logit,-0.6979608066630467,
base,SimpleMC,1,cross_is_correct_to_margin_logit,-0.6512634322438724,
base,SimpleMC,2,cross_is_correct_to_margin_logit,-0.7107943879979051,
base,SimpleMC,3,cross_is_correct_to_margin_logit,-0.7034408395688074,
base,SimpleMC,4,cross_is_correct_to_margin_logit,-0.6883122017178613,
base,SimpleMC,5,cross_is_correct_to_margin_logit,-0.7541194344750728,
base,SimpleMC,6,cross_is_correct_to_margin_logit,-0.7490609425620629,
base,SimpleMC,7,cross_is_correct_to_margin_logit,-0.7205366687192574,
base,SimpleMC,8,cross_is_correct_to_margin_logit,-0.7717773182825238,
base,SimpleMC,9,cross_is_correct_to_margin_logit,-0.7397402028334614,
base,SimpleMC,10,cross_is_correct_to_margin_logit,-0.6980544824392136,
base,SimpleMC,11,cross_is_correct_to_margin_logit,-0.6684529371704893,
base,SimpleMC,12,cross_is_correct_to_margin_logit,-0.6659236912139843,
base,SimpleMC,13,cross_is_correct_to_margin_logit,-0.7631591468751737,
base,SimpleMC,14,cross_is_correct_to_margin_logit,-0.6783825694441752,
base,SimpleMC,15,cross_is_correct_to_margin_logit,-0.6980544824392136,
base,SimpleMC,16,cross_is_correct_to_margin_logit,-0.6932770178547043,
base,SimpleMC,17,cross_is_correct_to_margin_logit,-0.7079841147128996,
base,SimpleMC,18,cross_is_correct_to_margin_logit,-0.7415200425806316,
base,SimpleMC,19,cross_is_correct_to_margin_logit,-0.7188505047482541,
base,SimpleMC,20,cross_is_correct_to_margin_logit,-0.7289674885742738,
base,SimpleMC,21,cross_is_correct_to_margin_logit,-0.7227848873472618,
base,SimpleMC,22,cross_is_correct_to_margin_logit,-0.7199746140622563,
base,SimpleMC,23,cross_is_correct_to_margin_logit,-0.7404896090427961,
base,SimpleMC,24,cross_is_correct_to_margin_logit,-0.7196935867337557,
base,SimpleMC,25,cross_is_correct_to_margin_logit,-0.718944180524421,
base,SimpleMC,26,cross_is_correct_to_margin_logit,-0.7096702786839029,
base,SimpleMC,27,cross_is_correct_to_margin_logit,-0.6927149631977032,
base,SimpleMC,28,cross_is_correct_to_margin_logit,-0.7064853022942299,
base,SimpleMC,29,cross_is_correct_to_margin_logit,-0.71510347370158,
base,SimpleMC,30,cross_is_correct_to_margin_logit,-0.6956189122588754,
base,SimpleMC,31,cross_is_correct_to_margin_logit,-0.6776331632348405,
base,SimpleMC,0,cross_is_correct_to_entropy,-39.16442461243878,
base,SimpleMC,1,cross_is_correct_to_entropy,-38.46581562901716,
base,SimpleMC,2,cross_is_correct_to_entropy,-38.31132194668749,
base,SimpleMC,3,cross_is_correct_to_entropy,-37.67658989295649,
base,SimpleMC,4,cross_is_correct_to_entropy,-37.84291878130676,
base,SimpleMC,5,cross_is_correct_to_entropy,-37.23426289411181,
base,SimpleMC,6,cross_is_correct_to_entropy,-38.15945523765679,
base,SimpleMC,7,cross_is_correct_to_entropy,-38.0360981020075,
base,SimpleMC,8,cross_is_correct_to_entropy,-38.60507286621282,
base,SimpleMC,9,cross_is_correct_to_entropy,-38.293652094708136,
base,SimpleMC,10,cross_is_correct_to_entropy,-36.99670155083382,
base,SimpleMC,11,cross_is_correct_to_entropy,-38.036706453718836,
base,SimpleMC,12,cross_is_correct_to_entropy,-37.38693152130745,
base,SimpleMC,13,cross_is_correct_to_entropy,-37.019735958813165,
base,SimpleMC,14,cross_is_correct_to_entropy,-38.81470533547024,
base,SimpleMC,15,cross_is_correct_to_entropy,-38.66018400079005,
base,SimpleMC,16,cross_is_correct_to_entropy,-38.07384356046105,
base,SimpleMC,17,cross_is_correct_to_entropy,-38.26685696705869,
base,SimpleMC,18,cross_is_correct_to_entropy,-38.091817588296074,
base,SimpleMC,19,cross_is_correct_to_entropy,-38.37276546953276,
base,SimpleMC,20,cross_is_correct_to_entropy,-38.37940203365646,
base,SimpleMC,21,cross_is_correct_to_entropy,-38.34461537670806,
base,SimpleMC,22,cross_is_correct_to_entropy,-39.04571307167607,
base,SimpleMC,23,cross_is_correct_to_entropy,-39.33103002429419,
base,SimpleMC,24,cross_is_correct_to_entropy,-38.90728540499587,
base,SimpleMC,25,cross_is_correct_to_entropy,-39.32372980375812,
base,SimpleMC,26,cross_is_correct_to_entropy,-39.485219530768184,
base,SimpleMC,27,cross_is_correct_to_entropy,-39.858083825118136,
base,SimpleMC,28,cross_is_correct_to_entropy,-39.43926132421156,
base,SimpleMC,29,cross_is_correct_to_entropy,-39.403976924953874,
base,SimpleMC,30,cross_is_correct_to_entropy,-39.462046861036264,
base,SimpleMC,31,cross_is_correct_to_entropy,-39.08663855043889,
base,SimpleMC,0,cross_is_correct_to_stated_confidence,-604.5242338273088,
base,SimpleMC,1,cross_is_correct_to_stated_confidence,-594.7798967326528,
base,SimpleMC,2,cross_is_correct_to_stated_confidence,-595.4937664961774,
base,SimpleMC,3,cross_is_correct_to_stated_confidence,-588.8942983134133,
base,SimpleMC,4,cross_is_correct_to_stated_confidence,-589.5338664696533,
base,SimpleMC,5,cross_is_correct_to_stated_confidence,-587.7944219517409,
base,SimpleMC,6,cross_is_correct_to_stated_confidence,-595.8000156380538,
base,SimpleMC,7,cross_is_correct_to_stated_confidence,-593.3564643874054,
base,SimpleMC,8,cross_is_correct_to_stated_confidence,-602.1525459873787,
base,SimpleMC,9,cross_is_correct_to_stated_confidence,-596.9663251727661,
base,SimpleMC,10,cross_is_correct_to_stated_confidence,-586.2010047910483,
base,SimpleMC,11,cross_is_correct_to_stated_confidence,-596.1529561161187,
base,SimpleMC,12,cross_is_correct_to_stated_confidence,-588.0594125562378,
base,SimpleMC,13,cross_is_correct_to_stated_confidence,-587.6087598140986,
base,SimpleMC,14,cross_is_correct_to_stated_confidence,-602.9527008894208,
base,SimpleMC,15,cross_is_correct_to_stated_confidence,-602.030089997909,
base,SimpleMC,16,cross_is_correct_to_stated_confidence,-596.3353572939104,
base,SimpleMC,17,cross_is_correct_to_stated_confidence,-596.819454563215,
base,SimpleMC,18,cross_is_correct_to_stated_confidence,-596.555623510709,
base,SimpleMC,19,cross_is_correct_to_stated_confidence,-598.2613353742358,
base,SimpleMC,20,cross_is_correct_to_stated_confidence,-598.9610497675691,
base,SimpleMC,21,cross_is_correct_to_stated_confidence,-597.3992952272552,
base,SimpleMC,22,cross_is_correct_to_stated_confidence,-604.7133073912393,
base,SimpleMC,23,cross_is_correct_to_stated_confidence,-608.2759991895084,
base,SimpleMC,24,cross_is_correct_to_stated_confidence,-604.2023886791395,
base,SimpleMC,25,cross_is_correct_to_stated_confidence,-608.5215066313696,
base,SimpleMC,26,cross_is_correct_to_stated_confidence,-609.3693280201705,
base,SimpleMC,27,cross_is_correct_to_stated_confidence,-611.7210576076927,
base,SimpleMC,28,cross_is_correct_to_stated_confidence,-607.9082457709071,
base,SimpleMC,29,cross_is_correct_to_stated_confidence,-608.2109362214716,
base,SimpleMC,30,cross_is_correct_to_stated_confidence,-607.5627082415552,
base,SimpleMC,31,cross_is_correct_to_stated_confidence,-602.7112016173352,
base,TriviaMC,0,cross_margin_logit_to_entropy,-16.890580871412027,
base,TriviaMC,1,cross_margin_logit_to_entropy,-17.545346265948126,
base,TriviaMC,2,cross_margin_logit_to_entropy,-18.187140183148863,
base,TriviaMC,3,cross_margin_logit_to_entropy,-17.969500275053484,
base,TriviaMC,4,cross_margin_logit_to_entropy,-18.1392617291073,
base,TriviaMC,5,cross_margin_logit_to_entropy,-18.400998665247613,
base,TriviaMC,6,cross_margin_logit_to_entropy,-18.74552948401283,
base,TriviaMC,7,cross_margin_logit_to_entropy,-18.874683806482462,
base,TriviaMC,8,cross_margin_logit_to_entropy,-20.469702423376937,
base,TriviaMC,9,cross_margin_logit_to_entropy,-21.788049773194672,
base,TriviaMC,10,cross_margin_logit_to_entropy,-22.38427719398019,
base,TriviaMC,11,cross_margin_logit_to_entropy,-23.735289447076013,
base,TriviaMC,12,cross_margin_logit_to_entropy,-25.511429089013543,
base,TriviaMC,13,cross_margin_logit_to_entropy,-29.827736252949748,
base,TriviaMC,14,cross_margin_logit_to_entropy,-32.39016282771742,
base,TriviaMC,15,cross_margin_logit_to_entropy,-32.636689919996215,
base,TriviaMC,16,cross_margin_logit_to_entropy,-32.83766439753037,
base,TriviaMC,17,cross_margin_logit_to_entropy,-33.3456832299523,
base,TriviaMC,18,cross_margin_logit_to_entropy,-33.98314070943758,
base,TriviaMC,19,cross_margin_logit_to_entropy,-34.04950576696414,
base,TriviaMC,20,cross_margin_logit_to_entropy,-34.202319301453585,
base,TriviaMC,21,cross_margin_logit_to_entropy,-34.680112644790185,
base,TriviaMC,22,cross_margin_logit_to_entropy,-34.441798663108656,
base,TriviaMC,23,cross_margin_logit_to_entropy,-34.42118873822232,
base,TriviaMC,24,cross_margin_logit_to_entropy,-34.478810661059924,
base,TriviaMC,25,cross_margin_logit_to_entropy,-34.5371281161189,
base,TriviaMC,26,cross_margin_logit_to_entropy,-34.56365581402522,
base,TriviaMC,27,cross_margin_logit_to_entropy,-34.445125596285024,
base,TriviaMC,28,cross_margin_logit_to_entropy,-34.63206370794236,
base,TriviaMC,29,cross_margin_logit_to_entropy,-34.71053336268681,
base,TriviaMC,30,cross_margin_logit_to_entropy,-34.55627483192844,
base,TriviaMC,31,cross_margin_logit_to_entropy,-34.24531920109256,
base,TriviaMC,0,cross_margin_logit_to_stated_confidence,-3602.9033535025883,
base,TriviaMC,1,cross_margin_logit_to_stated_confidence,-3670.234093263845,
base,TriviaMC,2,cross_margin_logit_to_stated_confidence,-3766.933246152322,
base,TriviaMC,3,cross_margin_logit_to_stated_confidence,-3707.437622296165,
base,TriviaMC,4,cross_margin_logit_to_stated_confidence,-3743.972980637105,
base,TriviaMC,5,cross_margin_logit_to_stated_confidence,-3779.6386187516423,
base,TriviaMC,6,cross_margin_logit_to_stated_confidence,-3840.8472308347023,
base,TriviaMC,7,cross_margin_logit_to_stated_confidence,-3842.1517089744016,
base,TriviaMC,8,cross_margin_logit_to_stated_confidence,-4087.836439583521,
base,TriviaMC,9,cross_margin_logit_to_stated_confidence,-4281.4027308836585,
base,TriviaMC,10,cross_margin_logit_to_stated_confidence,-4367.002428043957,
base,TriviaMC,11,cross_margin_logit_to_stated_confidence,-4567.792664453418,
base,TriviaMC,12,cross_margin_logit_to_stated_confidence,-4790.107928326053,
base,TriviaMC,13,cross_margin_logit_to_stated_confidence,-5468.290285622182,
base,TriviaMC,14,cross_margin_logit_to_stated_confidence,-5853.430037048636,
base,TriviaMC,15,cross_margin_logit_to_stated_confidence,-5895.171804450116,
base,TriviaMC,16,cross_margin_logit_to_stated_confidence,-5924.421549168849,
base,TriviaMC,17,cross_margin_logit_to_stated_confidence,-5997.971475068115,
base,TriviaMC,18,cross_margin_logit_to_stated_confidence,-6113.004508832696,
base,TriviaMC,19,cross_margin_logit_to_stated_confidence,-6125.423173237551,
base,TriviaMC,20,cross_margin_logit_to_stated_confidence,-6150.90435176644,
base,TriviaMC,21,cross_margin_logit_to_stated_confidence,-6242.593539859318,
base,TriviaMC,22,cross_margin_logit_to_stated_confidence,-6191.024430245694,
base,TriviaMC,23,cross_margin_logit_to_stated_confidence,-6189.010936774,
base,TriviaMC,24,cross_margin_logit_to_stated_confidence,-6196.786842207016,
base,TriviaMC,25,cross_margin_logit_to_stated_confidence,-6209.262932170283,
base,TriviaMC,26,cross_margin_logit_to_stated_confidence,-6214.7636368824415,
base,TriviaMC,27,cross_margin_logit_to_stated_confidence,-6190.30825277608,
base,TriviaMC,28,cross_margin_logit_to_stated_confidence,-6227.7335194169145,
base,TriviaMC,29,cross_margin_logit_to_stated_confidence,-6240.1369955326445,
base,TriviaMC,30,cross_margin_logit_to_stated_confidence,-6208.09561749759,
base,TriviaMC,31,cross_margin_logit_to_stated_confidence,-6154.52286126487,
base,TriviaMC,0,cross_margin_logit_to_is_correct,0.5925,
base,TriviaMC,1,cross_margin_logit_to_is_correct,0.6025,
base,TriviaMC,2,cross_margin_logit_to_is_correct,0.6225,
base,TriviaMC,3,cross_margin_logit_to_is_correct,0.615,
base,TriviaMC,4,cross_margin_logit_to_is_correct,0.62,
base,TriviaMC,5,cross_margin_logit_to_is_correct,0.635,
base,TriviaMC,6,cross_margin_logit_to_is_correct,0.63,
base,TriviaMC,7,cross_margin_logit_to_is_correct,0.63,
base,TriviaMC,8,cross_margin_logit_to_is_correct,0.64,
base,TriviaMC,9,cross_margin_logit_to_is_correct,0.6575,
base,TriviaMC,10,cross_margin_logit_to_is_correct,0.6725,
base,TriviaMC,11,cross_margin_logit_to_is_correct,0.6775,
base,TriviaMC,12,cross_margin_logit_to_is_correct,0.7025,
base,TriviaMC,13,cross_margin_logit_to_is_correct,0.7275,
base,TriviaMC,14,cross_margin_logit_to_is_correct,0.74,
base,TriviaMC,15,cross_margin_logit_to_is_correct,0.7425,
base,TriviaMC,16,cross_margin_logit_to_is_correct,0.7425,
base,TriviaMC,17,cross_margin_logit_to_is_correct,0.75,
base,TriviaMC,18,cross_margin_logit_to_is_correct,0.75,
base,TriviaMC,19,cross_margin_logit_to_is_correct,0.7475,
base,TriviaMC,20,cross_margin_logit_to_is_correct,0.7475,
base,TriviaMC,21,cross_margin_logit_to_is_correct,0.7475,
base,TriviaMC,22,cross_margin_logit_to_is_correct,0.7425,
base,TriviaMC,23,cross_margin_logit_to_is_correct,0.7425,
base,TriviaMC,24,cross_margin_logit_to_is_correct,0.7425,
base,TriviaMC,25,cross_margin_logit_to_is_correct,0.745,
base,TriviaMC,26,cross_margin_logit_to_is_correct,0.7425,
base,TriviaMC,27,cross_margin_logit_to_is_correct,0.745,
base,TriviaMC,28,cross_margin_logit_to_is_correct,0.735,
base,TriviaMC,29,cross_margin_logit_to_is_correct,0.735,
base,TriviaMC,30,cross_margin_logit_to_is_correct,0.7375,
base,TriviaMC,31,cross_margin_logit_to_is_correct,0.74,
base,TriviaMC,0,cross_entropy_to_margin_logit,-1.054414781314164,
base,TriviaMC,1,cross_entropy_to_margin_logit,-1.0786137407707526,
base,TriviaMC,2,cross_entropy_to_margin_logit,-1.0910663099932876,
base,TriviaMC,3,cross_entropy_to_margin_logit,-1.0944879750780103,
base,TriviaMC,4,cross_entropy_to_margin_logit,-1.0969257502007048,
base,TriviaMC,5,cross_entropy_to_margin_logit,-1.105094819914171,
base,TriviaMC,6,cross_entropy_to_margin_logit,-1.1155886883851691,
base,TriviaMC,7,cross_entropy_to_margin_logit,-1.1410833510856162,
base,TriviaMC,8,cross_entropy_to_margin_logit,-1.173443940991501,
base,TriviaMC,9,cross_entropy_to_margin_logit,-1.1932712799817264,
base,TriviaMC,10,cross_entropy_to_margin_logit,-1.2178653334216945,
base,TriviaMC,11,cross_entropy_to_margin_logit,-1.2575072593641905,
base,TriviaMC,12,cross_entropy_to_margin_logit,-1.3272582924538168,
base,TriviaMC,13,cross_entropy_to_margin_logit,-1.4187331914063943,
base,TriviaMC,14,cross_entropy_to_margin_logit,-1.4879185366589573,
base,TriviaMC,15,cross_entropy_to_margin_logit,-1.5019842911455097,
base,TriviaMC,16,cross_entropy_to_margin_logit,-1.5063704278052192,
base,TriviaMC,17,cross_entropy_to_margin_logit,-1.5195359846787944,
base,TriviaMC,18,cross_entropy_to_margin_logit,-1.523865530665256,
base,TriviaMC,19,cross_entropy_to_margin_logit,-1.5275845401241286,
base,TriviaMC,20,cross_entropy_to_margin_logit,-1.5310386271245968,
base,TriviaMC,21,cross_entropy_to_margin_logit,-1.532295834600279,
base,TriviaMC,22,cross_entropy_to_margin_logit,-1.534876450720549,
base,TriviaMC,23,cross_entropy_to_margin_logit,-1.5349714839473556,
base,TriviaMC,24,cross_entropy_to_margin_logit,-1.5354027216856463,
base,TriviaMC,25,cross_entropy_to_margin_logit,-1.5350851725046843,
base,TriviaMC,26,cross_entropy_to_margin_logit,-1.5369600959135363,
base,TriviaMC,27,cross_entropy_to_margin_logit,-1.5380866509518873,
base,TriviaMC,28,cross_entropy_to_margin_logit,-1.5390327121832508,
base,TriviaMC,29,cross_entropy_to_margin_logit,-1.5383694961077454,
base,TriviaMC,30,cross_entropy_to_margin_logit,-1.5386016015964112,
base,TriviaMC,31,cross_entropy_to_margin_logit,-1.5360210205320897,
base,TriviaMC,0,cross_entropy_to_stated_confidence,-36.4240883166664,
base,TriviaMC,1,cross_entropy_to_stated_confidence,-44.69164484669669,
base,TriviaMC,2,cross_entropy_to_stated_confidence,-51.5142824042755,
base,TriviaMC,3,cross_entropy_to_stated_confidence,-52.623817236717095,
base,TriviaMC,4,cross_entropy_to_stated_confidence,-54.34459910451394,
base,TriviaMC,5,cross_entropy_to_stated_confidence,-56.414386733138485,
base,TriviaMC,6,cross_entropy_to_stated_confidence,-64.03733327462513,
base,TriviaMC,7,cross_entropy_to_stated_confidence,-79.93855046780564,
base,TriviaMC,8,cross_entropy_to_stated_confidence,-91.70176480762186,
base,TriviaMC,9,cross_entropy_to_stated_confidence,-98.15807008864253,
base,TriviaMC,10,cross_entropy_to_stated_confidence,-110.01242056316481,
base,TriviaMC,11,cross_entropy_to_stated_confidence,-125.7513279315464,
base,TriviaMC,12,cross_entropy_to_stated_confidence,-151.97356739721894,
base,TriviaMC,13,cross_entropy_to_stated_confidence,-191.698755420817,
base,TriviaMC,14,cross_entropy_to_stated_confidence,-215.94347804821405,
base,TriviaMC,15,cross_entropy_to_stated_confidence,-224.1564228120918,
base,TriviaMC,16,cross_entropy_to_stated_confidence,-226.9510128955616,
base,TriviaMC,17,cross_entropy_to_stated_confidence,-232.7536061542233,
base,TriviaMC,18,cross_entropy_to_stated_confidence,-234.3540056126866,
base,TriviaMC,19,cross_entropy_to_stated_confidence,-237.74029537641022,
base,TriviaMC,20,cross_entropy_to_stated_confidence,-238.32348429911124,
base,TriviaMC,21,cross_entropy_to_stated_confidence,-238.068746146854,
base,TriviaMC,22,cross_entropy_to_stated_confidence,-238.54913698097624,
base,TriviaMC,23,cross_entropy_to_stated_confidence,-238.15707399999576,
base,TriviaMC,24,cross_entropy_to_stated_confidence,-238.31668181323587,
base,TriviaMC,25,cross_entropy_to_stated_confidence,-238.06207972969187,
base,TriviaMC,26,cross_entropy_to_stated_confidence,-239.13316991119373,
base,TriviaMC,27,cross_entropy_to_stated_confidence,-239.76548027756425,
base,TriviaMC,28,cross_entropy_to_stated_confidence,-239.4519547859867,
base,TriviaMC,29,cross_entropy_to_stated_confidence,-238.89019393348644,
base,TriviaMC,30,cross_entropy_to_stated_confidence,-239.31813082961227,
base,TriviaMC,31,cross_entropy_to_stated_confidence,-238.99877188101178,
base,TriviaMC,0,cross_entropy_to_is_correct,0.59,
base,TriviaMC,1,cross_entropy_to_is_correct,0.6025,
base,TriviaMC,2,cross_entropy_to_is_correct,0.615,
base,TriviaMC,3,cross_entropy_to_is_correct,0.635,
base,TriviaMC,4,cross_entropy_to_is_correct,0.62,
base,TriviaMC,5,cross_entropy_to_is_correct,0.6375,
base,TriviaMC,6,cross_entropy_to_is_correct,0.64,
base,TriviaMC,7,cross_entropy_to_is_correct,0.635,
base,TriviaMC,8,cross_entropy_to_is_correct,0.65,
base,TriviaMC,9,cross_entropy_to_is_correct,0.6675,
base,TriviaMC,10,cross_entropy_to_is_correct,0.675,
base,TriviaMC,11,cross_entropy_to_is_correct,0.6825,
base,TriviaMC,12,cross_entropy_to_is_correct,0.7025,
base,TriviaMC,13,cross_entropy_to_is_correct,0.7275,
base,TriviaMC,14,cross_entropy_to_is_correct,0.7325,
base,TriviaMC,15,cross_entropy_to_is_correct,0.735,
base,TriviaMC,16,cross_entropy_to_is_correct,0.735,
base,TriviaMC,17,cross_entropy_to_is_correct,0.745,
base,TriviaMC,18,cross_entropy_to_is_correct,0.745,
base,TriviaMC,19,cross_entropy_to_is_correct,0.745,
base,TriviaMC,20,cross_entropy_to_is_correct,0.7475,
base,TriviaMC,21,cross_entropy_to_is_correct,0.7475,
base,TriviaMC,22,cross_entropy_to_is_correct,0.745,
base,TriviaMC,23,cross_entropy_to_is_correct,0.745,
base,TriviaMC,24,cross_entropy_to_is_correct,0.7425,
base,TriviaMC,25,cross_entropy_to_is_correct,0.7425,
base,TriviaMC,26,cross_entropy_to_is_correct,0.7425,
base,TriviaMC,27,cross_entropy_to_is_correct,0.7475,
base,TriviaMC,28,cross_entropy_to_is_correct,0.745,
base,TriviaMC,29,cross_entropy_to_is_correct,0.745,
base,TriviaMC,30,cross_entropy_to_is_correct,0.7475,
base,TriviaMC,31,cross_entropy_to_is_correct,0.7425,
base,TriviaMC,0,cross_stated_confidence_to_margin_logit,-0.9568504947818495,
base,TriviaMC,1,cross_stated_confidence_to_margin_logit,-0.9558394455138708,
base,TriviaMC,2,cross_stated_confidence_to_margin_logit,-0.9550382615048423,
base,TriviaMC,3,cross_stated_confidence_to_margin_logit,-0.9542976974263015,
base,TriviaMC,4,cross_stated_confidence_to_margin_logit,-0.9531045586443667,
base,TriviaMC,5,cross_stated_confidence_to_margin_logit,-0.9518107653741339,
base,TriviaMC,6,cross_stated_confidence_to_margin_logit,-0.9515571440507398,
base,TriviaMC,7,cross_stated_confidence_to_margin_logit,-0.9501415871412837,
base,TriviaMC,8,cross_stated_confidence_to_margin_logit,-0.9485534522039727,
base,TriviaMC,9,cross_stated_confidence_to_margin_logit,-0.9476817986465973,
base,TriviaMC,10,cross_stated_confidence_to_margin_logit,-0.9467470534561293,
base,TriviaMC,11,cross_stated_confidence_to_margin_logit,-0.9453269953807821,
base,TriviaMC,12,cross_stated_confidence_to_margin_logit,-0.9427106485807222,
base,TriviaMC,13,cross_stated_confidence_to_margin_logit,-0.9414748066341294,
base,TriviaMC,14,cross_stated_confidence_to_margin_logit,-0.9414466693134735,
base,TriviaMC,15,cross_stated_confidence_to_margin_logit,-0.9411715578679001,
base,TriviaMC,16,cross_stated_confidence_to_margin_logit,-0.9412040655645324,
base,TriviaMC,17,cross_stated_confidence_to_margin_logit,-0.9409802651367685,
base,TriviaMC,18,cross_stated_confidence_to_margin_logit,-0.9409470025777575,
base,TriviaMC,19,cross_stated_confidence_to_margin_logit,-0.9409924561051455,
base,TriviaMC,20,cross_stated_confidence_to_margin_logit,-0.9409769165905302,
base,TriviaMC,21,cross_stated_confidence_to_margin_logit,-0.9408455181989726,
base,TriviaMC,22,cross_stated_confidence_to_margin_logit,-0.9406918826807331,
base,TriviaMC,23,cross_stated_confidence_to_margin_logit,-0.9406942465784209,
base,TriviaMC,24,cross_stated_confidence_to_margin_logit,-0.940652852955383,
base,TriviaMC,25,cross_stated_confidence_to_margin_logit,-0.9406438802975128,
base,TriviaMC,26,cross_stated_confidence_to_margin_logit,-0.9407528394174447,
base,TriviaMC,27,cross_stated_confidence_to_margin_logit,-0.9409205154081557,
base,TriviaMC,28,cross_stated_confidence_to_margin_logit,-0.9409286911048831,
base,TriviaMC,29,cross_stated_confidence_to_margin_logit,-0.940781092761896,
base,TriviaMC,30,cross_stated_confidence_to_margin_logit,-0.9407260638928567,
base,TriviaMC,31,cross_stated_confidence_to_margin_logit,-0.9404868148201349,
base,TriviaMC,0,cross_stated_confidence_to_entropy,-0.011573842908268572,
base,TriviaMC,1,cross_stated_confidence_to_entropy,-0.016502054073802785,
base,TriviaMC,2,cross_stated_confidence_to_entropy,-0.020462663054298114,
base,TriviaMC,3,cross_stated_confidence_to_entropy,-0.02318656193820101,
base,TriviaMC,4,cross_stated_confidence_to_entropy,-0.027922395724771842,
base,TriviaMC,5,cross_stated_confidence_to_entropy,-0.032801876985001144,
base,TriviaMC,6,cross_stated_confidence_to_entropy,-0.03403004948607258,
base,TriviaMC,7,cross_stated_confidence_to_entropy,-0.04046763623435856,
base,TriviaMC,8,cross_stated_confidence_to_entropy,-0.047587749027735216,
base,TriviaMC,9,cross_stated_confidence_to_entropy,-0.05070991077629872,
base,TriviaMC,10,cross_stated_confidence_to_entropy,-0.05514180615690778,
base,TriviaMC,11,cross_stated_confidence_to_entropy,-0.06136201990344281,
base,TriviaMC,12,cross_stated_confidence_to_entropy,-0.0730618766196276,
base,TriviaMC,13,cross_stated_confidence_to_entropy,-0.07858735624458468,
base,TriviaMC,14,cross_stated_confidence_to_entropy,-0.07829781105793754,
base,TriviaMC,15,cross_stated_confidence_to_entropy,-0.07823289218319363,
base,TriviaMC,16,cross_stated_confidence_to_entropy,-0.0782479265529532,
base,TriviaMC,17,cross_stated_confidence_to_entropy,-0.07865553768796452,
base,TriviaMC,18,cross_stated_confidence_to_entropy,-0.07818597275747252,
base,TriviaMC,19,cross_stated_confidence_to_entropy,-0.07801064360913346,
base,TriviaMC,20,cross_stated_confidence_to_entropy,-0.07820283241297665,
base,TriviaMC,21,cross_stated_confidence_to_entropy,-0.07807905487263822,
base,TriviaMC,22,cross_stated_confidence_to_entropy,-0.07809093203231487,
base,TriviaMC,23,cross_stated_confidence_to_entropy,-0.07787040998220385,
base,TriviaMC,24,cross_stated_confidence_to_entropy,-0.0781387978098893,
base,TriviaMC,25,cross_stated_confidence_to_entropy,-0.078034406199611,
base,TriviaMC,26,cross_stated_confidence_to_entropy,-0.07754379418599688,
base,TriviaMC,27,cross_stated_confidence_to_entropy,-0.0772753118633589,
base,TriviaMC,28,cross_stated_confidence_to_entropy,-0.07727455229819591,
base,TriviaMC,29,cross_stated_confidence_to_entropy,-0.07785783032748572,
base,TriviaMC,30,cross_stated_confidence_to_entropy,-0.07834761591391759,
base,TriviaMC,31,cross_stated_confidence_to_entropy,-0.07928397739459037,
base,TriviaMC,0,cross_stated_confidence_to_is_correct,0.58,
base,TriviaMC,1,cross_stated_confidence_to_is_correct,0.6,
base,TriviaMC,2,cross_stated_confidence_to_is_correct,0.59,
base,TriviaMC,3,cross_stated_confidence_to_is_correct,0.5975,
base,TriviaMC,4,cross_stated_confidence_to_is_correct,0.6,
base,TriviaMC,5,cross_stated_confidence_to_is_correct,0.6125,
base,TriviaMC,6,cross_stated_confidence_to_is_correct,0.61,
base,TriviaMC,7,cross_stated_confidence_to_is_correct,0.6325,
base,TriviaMC,8,cross_stated_confidence_to_is_correct,0.615,
base,TriviaMC,9,cross_stated_confidence_to_is_correct,0.63,
base,TriviaMC,10,cross_stated_confidence_to_is_correct,0.6275,
base,TriviaMC,11,cross_stated_confidence_to_is_correct,0.6475,
base,TriviaMC,12,cross_stated_confidence_to_is_correct,0.6625,
base,TriviaMC,13,cross_stated_confidence_to_is_correct,0.6725,
base,TriviaMC,14,cross_stated_confidence_to_is_correct,0.6925,
base,TriviaMC,15,cross_stated_confidence_to_is_correct,0.6925,
base,TriviaMC,16,cross_stated_confidence_to_is_correct,0.6825,
base,TriviaMC,17,cross_stated_confidence_to_is_correct,0.6975,
base,TriviaMC,18,cross_stated_confidence_to_is_correct,0.6875,
base,TriviaMC,19,cross_stated_confidence_to_is_correct,0.6925,
